"Date","Lifetime.Total.Likes","Daily.New.Likes","Daily.Unlikes","Daily.Page.Engaged.Users","Weekly.Page.Engaged.Users","X28.Days.Page.Engaged.Users","Daily.Total.Reach","Weekly.Total.Reach","X28.Days.Total.Reach","Daily.Organic.Reach","Weekly.Organic.Reach","X28.Days.Organic.Reach","Daily.Paid.Reach","Weekly.Paid.Reach","X28.Days.Paid.Reach","Daily.Total.Impressions","Weekly.Total.Impressions","X28.Days.Total.Impressions","Daily.Organic.impressions","Weekly.Organic.impressions","X28.Days.Organic.impressions","Daily.Paid.Impressions","Weekly.Paid.Impressions","X28.Days.Paid.Impressions","Daily.Logged.in.Page.Views","Weekly.Logged.in.Page.Views","Daily.Logged.in.Page.Views.1","Weekly.Logged.in.Page.Views.1","Daily.Reach.of.page.posts","Weekly.Reach.of.page.posts","X28.Days.Reach.of.page.posts","Daily.Organic.Reach.of.Page.posts","Weekly.Organic.Reach.of.Page.posts","X28.Days.Organic.Reach.of.Page.posts","Daily.Paid.Reach.of.Page.posts","Weekly.Paid.Reach.of.Page.posts","X28.Days.Paid.Reach.of.Page.posts","Daily.Total.Impressions.of.your.posts","Weekly.Total.Impressions.of.your.posts","X28.Days.Total.Impressions.of.your.posts","Daily.Organic.impressions.of.your.posts","Weekly.Organic.impressions.of.your.posts","X28.Days.Organic.impressions.of.your.posts","Daily.Paid.impressions.of.your.posts","Weekly.Paid.impressions.of.your.posts","X28.Days.Paid.impressions.of.your.posts","Daily.Total.Consumers","Weekly.Total.Consumers","X28.Days.Total.Consumers","Daily.Page.consumptions","Weekly.Page.consumptions","X28.Days.Page.consumptions","Daily.Negative.feedback","Weekly.Negative.feedback","X28.Days.Negative.feedback","Daily.Negative.Feedback.from.Users","Weekly.Negative.Feedback.from.Users","X28.Days.Negative.Feedback.from.Users","Daily.Total.check.ins","Weekly.Total.check.ins","X28.Days.Total.check.ins","Daily.Total.check.ins.1","Weekly.Total.check.ins.1","X28.Days.Total.check.ins.1","Daily.Total.check.ins.using.mobile.devices","Weekly.Total.check.ins.using.mobile.devices","X28.Days.Total.check.ins.using.mobile.devices","Daily.Total.check.ins.using.mobile.devices.1","Weekly.Total.check.ins.using.mobile.devices.1","X28.Days.Total.check.ins.using.mobile.devices.1","Daily.Daily.count.of.fans.online","Daily.Total.Video.Views","Weekly.Total.Video.Views","X28.Days.Total.Video.Views","Daily.Total.organic.video.views","Weekly.Total.organic.video.views","X28.Days.Total.organic.video.views","Daily.Total.promoted.video.views","Weekly.Total.promoted.video.views","X28.Days.Total.promoted.video.views","Daily.Total.autoplayed.video.views","Weekly.Total.autoplayed.video.views","X28.Days.Total.autoplayed.video.views","Daily.Total.video.views.after.clicking","Weekly.Total.video.views.after.clicking","X28.Days.Total.video.views.after.clicking","Daily.Total.number.of.time.a.video.has.seen.again","Weekly.Total.number.of.time.a.video.has.seen.again","X28.Days.Total.number.of.time.a.video.has.seen.again","Daily.Total.Unique.Video.Views","Weekly.Total.Unique.Video.Views","X28.Days.Total.Unique.Video.Views","Daily.Total.30.Second.Views","Weekly.Total.30.Second.Views","X28.Days.Total.30.Second.Views","Daily.Total.organic.video.views.for.30s.or.to.the.end","Weekly.Total.organic.video.views.for.30s.or.to.the.end","X28.Days.Total.organic.video.views.for.30s.or.to.the.end","Daily.Paid.30.Second.Views","Weekly.Paid.30.Second.Views","X28.Days.Paid.30.Second.Views","Daily.Auto.Played.30.Second.Views","Weekly.Auto.Played.30.Second.Views","X28.Days.Auto.Played.30.Second.Views","Daily.Video.views.for.30s.or.to.the.end.after.clicking","Weekly.Video.views.for.30s.or.to.the.end.after.clicking","X28.Days.Video.views.for.30s.or.to.the.end.after.clicking","Daily.Number.of.time.a.video.has.seen.again.for.30s.or.to.the.end","Weekly.Number.of.time.a.video.has.seen.again.for.30s.or.to.the.end","X28.Days.Number.of.time.a.video.has.seen.again.for.30s.or.to.the.end","Daily.Total.Unique.30.Second.Views","Weekly.Total.Unique.30.Second.Views","X28.Days.Total.Unique.30.Second.Views","Daily.People.Talking.About.This","Weekly.People.Talking.About.This","X28.Days.People.Talking.About.This","page_get_directions_clicks_logged_in_count.day","page_get_directions_clicks_logged_in_count.week","page_get_directions_clicks_logged_in_unique.day","page_get_directions_clicks_logged_in_unique.week","page_call_phone_clicks_logged_in_count.day","page_call_phone_clicks_logged_in_count.week","page_call_phone_clicks_logged_in_unique.day","page_call_phone_clicks_logged_in_unique.week","page_website_clicks_logged_in_count.day","page_website_clicks_logged_in_count.week","page_website_clicks_logged_in_unique.day","page_website_clicks_logged_in_unique.week","page_cta_clicks_logged_in_total.day","page_cta_clicks_logged_in_total.week","page_cta_clicks_logged_in_unique.day","page_cta_clicks_logged_in_unique.week","mes","anio"
2016-04-16,1582341,354,216,10291,63502,481874,1812488,5544966,21132373,44612,137908,154915,1767876,5407058,20977458,1999849,12051882,155369836,141304,1133672,4228914,1858545,10918210,151140922,190,1581,148,967,1811693,5524483,21128993,43817,117425,151535,1767876,5407058,20977458,1997007,12006630,155255429,138462,1088420,4114507,1858545,10918210,151140922,7969,52772,448522,9591,76548,621489,40,239,703,42,256,803,0,0,0,0,0,0,0,0,0,0,0,0,1220600,101681,792797,1539617,3633,28791,68144,98048,764006,1471473,100878,786477,1523211,803,6320,16406,2419,118386,435361,99262,674411,1104256,16250,135857,252652,633,5384,15124,15617,130473,237528,15759,132158,243242,491,3699,9410,0,5525,26515,16563,130332,226137,2609,16351,48593,0,0,0,0,0,0,0,0,1,15,1,14,13,70,13,69,4,2016
2016-04-17,1582481,402,254,15751,68064,472133,1947845,5971001,20968475,152586,205576,217922,1795259,5765425,20750553,2218603,12968624,153218671,327563,1332651,4393423,1891040,11635973,148825248,236,1693,161,1037,1942651,5952259,20965147,147392,186834,214594,1795259,5765425,20750553,2213946,12921259,153104792,322906,1285286,4279544,1891040,11635973,148825248,11348,54468,438583,14215,80979,610742,47,246,710,47,267,811,0,0,0,0,0,0,0,0,0,0,0,0,1217675,118996,781918,1624005,4239,28035,71146,114757,753883,1552859,117799,775537,1606706,1197,6381,17299,2705,102487,466782,116291,679431,1157223,18743,130845,267382,786,5218,15717,17957,125627,251665,18078,127166,257449,665,3679,9933,0,6975,27194,19417,123870,240188,6341,19821,50388,0,0,0,0,0,0,0,0,3,18,3,17,13,75,9,70,4,2016
2016-04-18,1582596,326,213,10659,68515,456535,1568544,6083408,20255558,85849,180553,221672,1482695,5902855,20033886,1700277,13351777,146793505,173431,1348771,4417782,1526846,12003006,142375723,301,1783,178,1052,1567154,6063955,20252453,84459,161100,218567,1482695,5902855,20033886,1696599,13303327,146681112,169753,1300321,4305389,1526846,12003006,142375723,8210,53324,424523,10592,80805,590360,33,246,703,33,260,805,0,0,0,0,0,0,0,0,0,0,0,0,1235715,119170,767776,1703553,4128,27437,73800,115042,740339,1629753,118104,761301,1685536,1066,6475,18017,0,87997,485281,121301,679779,1218272,18367,125093,281523,737,5073,16240,17630,120020,265283,17794,121424,271178,573,3669,10345,0,5876,27742,18694,119217,253781,3154,20465,50091,0,0,0,0,0,0,0,0,1,18,1,17,9,76,9,71,4,2016
2016-04-19,1582731,280,179,9369,66506,430413,1169631,6131554,19728235,58403,215079,241050,1111228,5916475,19487185,1304598,13444990,133771515,132985,1292687,4507376,1171613,12152303,129264139,258,1798,170,1057,1168087,6117830,19725289,56859,201355,238104,1111228,5916475,19487185,1302355,13398402,133660481,130742,1246099,4396342,1171613,12152303,129264139,6734,51509,398811,9429,76582,560337,19,233,700,24,247,806,0,0,0,0,0,0,0,0,0,0,0,0,1235325,107164,766995,1770791,4207,27601,76067,102957,739394,1694724,106424,760778,1752258,740,6217,18533,904,89731,505579,106260,677264,1265212,14807,120443,291878,674,4953,16645,14133,115490,275233,14401,116952,281241,406,3491,10637,130,3889,27589,14677,116554,264289,3140,19850,49889,0,0,0,0,0,0,0,0,0,14,0,13,5,70,5,65,4,2016
2016-04-20,1582805,340,232,8561,65773,413222,1456499,5826852,18939303,46626,210775,222265,1409873,5616077,18717038,1595459,12682882,123356911,121240,1245079,4527527,1474219,11437803,118829384,228,1704,163,1008,1456499,5815907,18936588,46626,199830,219550,1409873,5616077,18717038,1592537,12654835,123246282,118318,1217032,4416898,1474219,11437803,118829384,6341,50727,380416,8678,74062,533087,11,205,695,11,219,800,0,0,0,0,0,0,0,0,0,0,0,0,1235941,111410,770244,1848748,4017,27819,75303,107393,742425,1773445,110720,764206,1830136,690,6038,18612,4366,90556,541513,107044,679688,1307235,14908,116802,301496,649,4841,15314,14259,111961,286182,14530,113432,290852,378,3370,10644,246,5675,32062,14662,111127,269434,2776,19405,50648,0,0,0,0,0,0,0,0,1,14,1,13,10,72,7,64,4,2016
2016-04-21,1582887,363,292,9644,65582,387857,1589551,5534307,18395548,53022,215159,183014,1536529,5319148,18212534,1741157,12213387,111848942,158302,1239673,4539355,1582855,10973714,107309587,555,1985,396,1197,1586192,5524433,18392986,49663,205285,180452,1536529,5319148,18212534,1735324,12188535,111736219,152469,1214821,4426632,1582855,10973714,107309587,7508,51309,354186,9850,73151,493607,18,194,693,18,207,802,0,0,0,0,0,0,0,0,0,0,0,0,1234358,87201,751879,1897373,3246,27264,74252,83955,724615,1823121,86589,746033,1878792,612,5846,18581,2238,78990,565341,84963,672889,1332032,12376,112106,307860,579,4745,14190,11797,107361,293670,12048,108856,297266,328,3250,10594,0,7372,32947,12736,104734,274913,2839,18988,49830,0,0,0,0,0,0,0,0,7,16,7,15,16,76,15,68,4,2016
2016-04-22,1582975,316,242,7837,63855,354123,1444056,5595383,17754473,60763,222755,161172,1383293,5372628,17593301,1584027,12143970,101584462,145395,1200220,4513385,1438632,10943750,97071077,337,2105,223,1246,1442921,5595383,17752088,59628,222755,158787,1383293,5372628,17593301,1580018,12117786,101471682,141386,1174036,4400605,1438632,10943750,97071077,6064,50113,319258,7629,69984,451959,22,188,695,25,200,804,0,0,0,0,0,0,0,0,0,0,0,0,1233542,76868,722490,1943299,2856,26326,75395,74012,696164,1867904,76276,716790,1924635,592,5700,18664,2692,69592,572620,74176,652898,1370679,11233,106684,315045,527,4585,14238,10706,102099,300807,10893,103503,304388,340,3181,10657,475,4432,28847,10758,102252,286198,2347,18812,48362,0,0,0,0,0,0,0,0,4,17,4,16,14,80,12,70,4,2016
2016-04-23,1582999,253,215,8273,61358,326160,1273062,5463777,16462901,50909,204236,176234,1222153,5259541,16286667,1420790,11564911,90608726,146467,1205383,4499662,1274323,10359528,86109064,205,2120,145,1230,1273062,5463777,16460850,50909,204236,174183,1222153,5259541,16286667,1415995,11536774,90495288,141672,1177246,4386224,1274323,10359528,86109064,6322,48245,289568,7916,68309,413743,17,168,681,17,175,785,0,0,0,0,0,0,0,0,0,0,0,0,1223313,88316,709125,1994661,3202,25895,76850,85114,683230,1917811,87654,703566,1975862,662,5559,18799,2341,50830,578707,85975,658295,1415954,12759,103193,323245,519,4471,14400,12240,98722,308845,12434,100178,312551,325,3015,10694,4,3536,26061,12755,99657,297184,2258,18524,47214,0,0,0,0,0,0,0,0,2,18,2,18,14,81,12,69,4,2016
2016-04-24,1583035,300,260,10522,57609,289229,1466902,5191811,15155984,63574,133518,203840,1403328,5058293,14952144,1622842,10969150,78042385,203420,1081240,4515052,1419422,9887910,73527333,161,2045,126,1197,1466902,5191811,15132259,63574,133518,180115,1403328,5058293,14952144,1617447,10940275,77928725,198025,1052365,4401392,1419422,9887910,73527333,8028,45088,254800,11342,65436,370684,18,142,674,19,147,759,0,0,0,0,0,0,0,0,0,0,0,0,1218514,104640,694769,2060117,3841,25497,78866,100799,669272,1981251,103757,689524,2041036,883,5245,19081,8002,67588,606108,96638,627181,1454009,14762,99212,332990,654,4339,14636,14108,94873,318354,14320,96420,322203,442,2792,10787,637,3853,25337,14125,95359,307653,3504,15753,45927,0,0,0,0,0,0,0,0,2,17,2,17,8,76,8,69,4,2016
2016-04-25,1583091,295,220,9860,55355,245621,1250697,4844302,13720812,48456,131174,224507,1202241,4713128,13496305,1534537,10803410,62136928,217404,1125213,4519492,1317133,9678197,57617436,259,2003,181,1208,1249687,4844302,13701365,47446,131174,205060,1202241,4713128,13496305,1530216,10773892,62024268,213083,1095695,4406832,1317133,9678197,57617436,7792,44192,212446,9757,64601,323646,18,125,668,22,136,749,0,0,0,0,0,0,0,0,0,0,0,0,1237634,94335,669934,2116960,3499,24868,80539,90836,645066,2036421,93612,665032,2097673,723,4902,19287,0,84885,630588,96106,585049,1486372,13083,93928,341025,581,4183,14843,12502,89745,326182,12671,91297,330070,412,2631,10955,0,2725,27114,13726,91203,313911,2552,15611,45456,0,0,0,0,0,0,0,0,1,17,1,17,10,77,9,69,4,2016
2016-04-26,1583153,290,242,8737,54429,214172,1017069,4806322,12042549,75226,138517,341495,941843,4667805,11701054,1232698,10731510,47753037,215766,1207994,4580711,1016932,9523516,43172326,383,2128,186,1210,1014195,4803992,12021728,72352,136187,320674,941843,4667805,11701054,1226306,10697843,47638166,209374,1174327,4465840,1016932,9523516,43172326,6987,43753,182397,9948,65120,290214,16,119,658,18,130,740,0,0,0,0,0,0,0,0,0,0,0,0,1237454,84555,647325,2170538,3257,23918,82387,81298,623407,2088151,83811,642419,2150900,744,4906,19638,1232,97822,667461,83323,549503,1503077,11228,90349,348348,567,4076,15141,10661,86273,333207,10821,87717,337197,407,2632,11151,0,2025,28486,11272,88324,319862,2155,14887,44916,0,0,0,0,0,0,0,0,2,19,2,19,23,95,21,85,4,2016
2016-04-27,1583200,279,233,7985,53104,180888,1347277,4769638,8962143,52365,152472,337307,1294912,4617166,8624836,1470729,10606780,35432640,179196,1265950,4626166,1291533,9340830,30806474,294,2194,180,1212,1347277,4766884,8931243,52365,149718,306407,1294912,4617166,8624836,1467495,10572801,35317877,175962,1231971,4511403,1291533,9340830,30806474,6407,42993,148886,10171,66613,256441,21,129,649,22,141,726,0,0,0,0,0,0,0,0,0,0,0,0,1237433,96910,632825,2233684,3620,23521,84580,93290,609304,2149104,96329,628028,2214082,581,4797,19602,0,91125,687218,97789,541700,1546466,12226,87667,356512,649,4076,15515,11577,83591,340997,11922,85109,345393,304,2558,11119,0,2434,29876,12522,85233,326636,2231,14223,44521,0,0,0,0,0,0,0,0,4,22,4,22,11,96,8,86,4,2016
2016-04-28,1583218,291,254,7024,51026,180473,1217337,4721834,8659912,73268,194084,378807,1144069,4527750,8281105,1374309,10239932,35963962,191989,1299637,4667061,1182320,8940295,31296901,210,1849,153,990,1189504,4688209,8626549,45435,160459,345444,1144069,4527750,8281105,1326474,10163951,35803600,144154,1223656,4506699,1182320,8940295,31296901,5073,41403,149145,7113,63876,256765,20,130,661,21,144,734,0,0,0,0,0,0,0,0,0,0,0,0,1236840,83326,628950,2308798,3262,23537,87403,80064,605413,2221395,82824,624263,2288904,502,4687,19894,2196,83224,717202,81130,545726,1591596,10994,86285,366496,535,4032,15911,10459,82253,350585,10709,83770,355199,285,2515,11297,298,2808,34043,10696,83477,332453,2707,13578,44855,0,0,0,0,0,0,0,0,2,17,2,17,10,90,10,81,4,2016
2016-04-29,1583214,248,247,5221,47978,181854,843391,4491344,8723480,56447,202457,377152,786944,4288887,8346328,963158,9619063,36827791,160192,1314434,4731142,802966,8304629,32096649,216,1728,145,929,837603,4456923,8686674,50659,168036,340346,786944,4288887,8346328,949958,9533891,36655719,146992,1229262,4559070,802966,8304629,32096649,3560,38925,151167,4972,61219,259890,4,111,657,4,123,725,0,0,0,0,0,0,0,0,0,0,0,0,1234935,75191,627273,2383810,2750,23431,89983,72441,603842,2293827,74494,622481,2363293,697,4792,20517,1161,84445,741973,74030,542828,1641837,10377,85429,376806,380,3885,16227,9997,81544,360579,10030,82907,365206,347,2522,11600,100,824,33410,10277,84605,343396,2009,12681,45107,0,0,0,0,0,0,0,0,0,13,0,13,13,89,13,82,4,2016
2016-04-30,1583201,228,223,5755,44480,184146,724210,4316411,8754697,76894,189900,371295,647316,4126511,8383402,850384,9048657,37551591,180186,1348153,4785252,670198,7700504,32766339,167,1690,113,905,719748,4283499,8717628,72432,156988,334226,647316,4126511,8383402,841955,8959851,37372704,171757,1259347,4606365,670198,7700504,32766339,4496,36458,153883,6357,59660,264082,18,113,668,18,124,736,0,0,0,0,0,0,0,0,0,0,0,0,1220646,3173,542130,2386826,621,20850,90447,2552,521280,2296379,3116,537943,2366323,57,4187,20503,0,65439,744118,3182,476691,1642708,532,73202,377269,128,3494,16286,404,69708,360983,494,70967,365685,38,2235,11584,11,919,33186,521,72283,344083,1772,12432,45495,0,0,0,0,0,0,0,0,1,12,1,12,13,88,12,83,4,2016
2016-05-01,1583132,172,227,3927,39952,185148,89583,3878068,8791205,79075,193173,386469,10508,3684895,8404736,220395,7646210,37656647,209621,1354354,4879953,10774,6291856,32776694,111,1640,79,863,85116,3843114,8753827,74608,158219,349091,10508,3684895,8404736,212303,7554707,37470978,201529,1262851,4694284,10774,6291856,32776694,2667,32047,155177,4226,52544,265302,11,108,668,12,117,739,0,0,0,0,0,0,0,0,0,0,0,0,1214828,218,437708,2386900,218,17227,90521,0,420481,2296379,170,434356,2366390,48,3352,20510,24,36324,744192,194,401384,1642708,56,58496,377279,56,2896,16296,0,55600,360983,21,56668,365683,35,1828,11596,12,0,33225,44,58873,344054,1646,11147,45690,0,0,0,0,0,0,0,0,2,12,2,12,8,88,7,82,5,2016
2016-05-02,1583148,207,181,2379,33242,185670,48594,3402013,8794717,48590,176938,389981,4,3225075,8404736,124352,6236025,37701044,124348,1261298,4924709,4,4974727,32776335,196,1577,117,796,44473,3375027,8756922,44469,149952,352186,4,3225075,8404736,117852,6142343,37510378,117848,1167616,4734043,4,4974727,32776335,1418,26088,155344,2986,45773,265715,9,100,674,10,105,746,0,0,0,0,0,0,0,0,0,0,0,0,1238240,139,343512,2386805,139,13867,90426,0,329645,2296379,107,340851,2366322,32,2661,20483,31,15235,743225,108,328277,1643580,49,45462,377256,49,2364,16273,0,43098,360983,28,44025,365679,21,1437,11577,14,188,32934,35,45274,344322,1121,9790,45469,0,0,0,0,0,0,0,0,0,11,0,11,6,84,6,78,5,2016
2016-05-03,1583142,192,186,2749,27859,181913,50541,2967916,8781077,50541,184889,405824,0,2783027,8375253,129206,5132533,37112170,129206,1174738,4896473,0,3957795,32215697,226,1420,134,757,48926,2933482,8719546,48926,150455,344293,0,2783027,8375253,125459,5041496,36919629,125459,1083701,4703932,0,3957795,32215697,1775,21397,151788,4128,39953,260803,6,91,661,7,94,732,0,0,0,0,0,0,0,0,0,0,0,0,1237260,94,259051,2347602,94,10704,88683,0,248347,2258919,59,257099,2327831,35,1952,19771,14,1106,721447,80,257945,1626155,37,34271,370069,37,1834,15969,0,32437,354100,15,33219,358936,22,1052,11133,7,289,31895,30,33982,338174,1368,8995,44354,0,0,0,0,0,0,0,0,1,10,1,10,7,68,6,63,5,2016
2016-05-04,1583140,204,202,5282,24790,179066,95786,2296317,8749286,95786,219609,411387,0,2076708,8337899,223195,3884999,36513944,223195,1218737,4967493,0,2666262,31546451,279,1405,140,711,94529,2258068,8688198,94529,181360,350299,0,2076708,8337899,219763,3793764,36321192,219763,1127502,4774741,0,2666262,31546451,3314,18774,148350,7738,37520,258676,10,78,640,11,83,701,0,0,0,0,0,0,0,0,0,0,0,0,1236001,86,162227,2324503,86,7170,87501,0,155057,2237002,53,160823,2305179,33,1404,19324,13,7379,702315,73,154848,1622188,37,22082,364187,37,1222,15691,0,20860,348496,9,21306,353355,28,776,10832,9,299,31064,28,21783,333123,2369,8747,44255,0,0,0,0,0,0,0,0,1,7,1,7,8,65,6,61,5,2016
2016-05-05,1583114,198,212,4283,21710,172992,81994,1541991,8695537,81994,228396,399525,0,1313595,8296012,173323,2684013,35776309,173323,1200071,4854973,0,1483942,30921336,166,1361,108,668,79456,1522412,8635194,79456,208817,339182,0,1313595,8296012,169538,2636828,35583941,169538,1152886,4662605,0,1483942,30921336,2467,15925,142417,5330,35737,249397,7,66,615,7,69,664,0,0,0,0,0,0,0,0,0,0,0,0,1237041,110,79011,2285496,110,4018,85461,0,74993,2200035,50,78049,2266564,60,962,18932,40,938,674199,70,78073,1611297,52,11140,357987,52,739,15383,0,10401,342604,11,10608,347349,41,532,10638,23,302,27863,29,10838,330124,2216,8360,44127,0,0,0,0,0,0,0,0,0,5,0,5,4,59,4,55,5,2016
2016-05-06,1583077,217,253,2273,19605,165750,56183,897629,8565213,56183,241269,385290,0,656360,8179923,157699,1878554,34860037,157699,1197578,4855749,0,680976,30004288,251,1396,113,636,54323,881039,8506660,54323,224679,326737,0,656360,8179923,153182,1840052,34665531,153182,1159076,4661243,0,680976,30004288,1280,14271,135600,6486,37251,245506,6,67,591,6,71,644,0,0,0,0,0,0,0,0,0,0,0,0,1234745,141,3961,2168429,141,1409,80844,0,2552,2087585,92,3647,2150946,49,314,17483,25,140,618507,116,3821,1549922,79,842,336180,79,438,14575,0,404,321605,40,618,326360,39,224,9820,17,106,25101,62,736,311079,1262,7797,42762,0,0,0,0,0,0,0,0,1,6,1,6,6,52,6,48,5,2016
2016-05-07,1583024,181,226,2110,15743,159476,65928,255428,8440400,65928,244920,392078,0,10508,8048322,191174,1219344,33884794,191174,1208566,4895774,0,10778,28989020,114,1343,80,609,63873,241425,8383535,63873,230917,335213,0,10508,8048322,187048,1185145,33688400,187048,1174367,4699380,0,10778,28989020,1054,11126,129762,2405,33299,237816,6,55,565,7,60,615,0,0,0,0,0,0,0,0,0,0,0,0,1223022,143,931,2044983,143,931,76467,0,0,1968516,83,614,2028600,60,317,16383,48,207,564265,95,724,1480718,71,381,312633,71,381,13730,0,0,298903,25,149,303452,46,232,9181,31,116,22941,40,265,289692,1294,7274,42013,0,0,0,0,0,0,0,0,0,5,0,5,6,45,5,40,5,2016
2016-05-08,1582981,198,233,1543,14295,152424,54098,228736,8325070,54098,228732,390385,0,4,7934685,157686,1156635,32740619,157686,1156631,4924876,0,4,27815743,115,1347,77,612,52904,217721,8279418,52904,217717,344733,0,4,7934685,154676,1127518,32543759,154676,1127514,4728016,0,4,27815743,813,9754,123307,1490,30563,229522,6,50,540,9,57,588,0,0,0,0,0,0,0,0,0,0,0,0,1219969,102,815,1915210,102,815,71574,0,0,1843636,62,506,1899923,40,309,15287,28,214,505819,74,601,1409391,49,374,288927,49,374,12827,0,0,276100,21,149,280403,28,225,8524,13,118,22741,36,256,266186,892,6989,41072,0,0,0,0,0,0,0,0,1,4,1,4,8,45,5,38,5,2016
2016-05-09,1582986,207,193,1316,13789,145619,41839,223522,8231784,41839,223522,381886,0,0,7849898,125691,1157974,31549186,125691,1157974,4893256,0,0,26655930,206,1357,106,602,40984,213657,8187147,40984,213657,337249,0,0,7849898,123514,1133180,31352742,123514,1133180,4696812,0,0,26655930,625,9158,118536,1272,28849,220028,6,47,516,6,53,554,0,0,0,0,0,0,0,0,0,0,0,0,1240200,84,760,1781982,84,760,66932,0,0,1715050,45,444,1767628,39,316,14354,17,200,458982,67,560,1323000,48,373,264856,48,373,11993,0,0,252863,15,136,256882,33,237,7974,13,115,17245,35,258,247611,854,6950,40006,0,0,0,0,0,0,0,0,2,6,2,6,4,43,4,36,5,2016
2016-05-10,1582978,201,197,2063,13633,139113,58480,225133,7999527,58480,225133,386351,0,0,7613176,140406,1169174,30478207,140406,1169174,4844593,0,0,25633614,205,1336,125,595,57892,216600,7957366,57892,216600,344190,0,0,7613176,138721,1146442,30284183,138721,1146442,4650569,0,0,25633614,1234,8856,112070,2186,26907,208562,2,42,486,2,48,519,0,0,0,0,0,0,0,0,0,0,0,0,1244596,189,855,1674226,189,855,63078,0,0,1611148,102,487,1660783,87,368,13443,81,267,417624,108,588,1256602,89,425,245488,89,425,11288,0,0,234200,37,158,238046,52,267,7442,34,146,12920,55,279,232568,1159,6849,38820,0,0,0,0,0,0,0,0,0,5,0,5,12,48,11,41,5,2016
2016-05-11,1583001,267,235,10999,20510,142750,893469,997911,8037814,51789,156231,422151,841680,841680,7615663,1062484,2008463,29183124,156280,1102259,4832025,906204,906204,24351099,221,1278,161,629,892053,984564,7992509,50373,142884,376846,841680,841680,7615663,1059963,1986642,29008042,153759,1080438,4656943,906204,906204,24351099,8817,14887,116974,11049,30218,208413,15,49,457,16,53,496,0,0,0,0,0,0,0,0,0,0,0,0,1240669,140,909,1566205,140,909,59419,0,0,1506786,80,514,1553571,60,395,12634,48,308,364976,92,601,1201229,69,457,227008,69,457,10596,0,0,216412,26,175,220022,43,282,6986,30,173,13699,39,284,213309,2819,7755,38130,0,0,0,0,0,0,0,0,1,5,1,5,15,55,11,47,5,2016
2016-05-12,1583033,336,296,13391,29342,148864,1135124,1689407,8139469,60742,144096,384315,1074382,1545311,7755154,1322380,3157520,28294852,174716,1103652,4843033,1147664,2053868,23451819,250,1362,161,669,1135124,1676771,8110237,60742,131460,355083,1074382,1545311,7755154,1319336,3136440,28125754,171672,1082572,4673935,1147664,2053868,23451819,10894,23380,121243,14132,39020,211784,11,53,436,14,60,480,0,0,0,0,0,0,0,0,0,0,0,0,1239262,125,924,1460764,125,924,55743,0,0,1405021,46,510,1448855,79,414,11909,36,292,324305,89,632,1136459,81,486,210017,81,486,10002,0,0,200015,12,176,203410,69,310,6607,24,169,10711,57,317,199306,3386,8816,38777,0,0,0,0,0,0,0,0,2,7,2,7,11,62,10,53,5,2016
2016-05-13,1583045,301,275,11378,36404,151025,858164,2061504,8151522,48317,128992,375065,809847,1932512,7776457,1080315,4080136,27721723,205261,1151214,4863446,875054,2928922,22858277,261,1372,148,702,857213,2047785,8122204,47366,115273,345747,809847,1932512,7776457,1074683,4057941,27549670,199629,1129019,4691393,875054,2928922,22858277,9028,29850,124760,12976,45510,213964,15,61,422,19,73,467,0,0,0,0,0,0,0,0,0,0,0,0,1235822,100,883,1354607,100,883,52049,0,0,1302558,40,458,1343376,60,425,11231,25,292,272330,75,591,1082277,51,458,193413,51,458,9366,0,0,184047,7,143,187171,44,315,6242,14,167,7852,37,291,185561,3054,9952,38206,0,0,0,0,0,0,0,0,1,7,1,7,8,64,8,55,5,2016
2016-05-14,1583073,271,235,10087,45059,153133,895096,2373144,8125410,51796,135546,419600,843300,2237598,7705810,1037399,4926361,26759273,167671,1127711,4889813,869728,3798650,21869460,161,1419,121,734,893514,2364423,8090990,50214,126825,385180,843300,2237598,7705810,1033547,4904440,26586210,163819,1105790,4716750,869728,3798650,21869460,8039,36866,127175,10326,53431,214699,10,65,392,11,77,436,0,0,0,0,0,0,0,0,0,0,0,0,1223949,116,856,1253042,116,856,48532,0,0,1204510,61,436,1242559,55,420,10483,23,268,237331,93,588,1015711,57,444,177220,57,444,8790,0,0,168430,16,134,171428,41,310,5792,16,149,6318,41,295,170902,2431,10996,38019,0,0,0,0,0,0,0,0,1,8,1,8,14,72,13,63,5,2016
2016-05-15,1583123,303,230,9557,51631,149740,944523,2682839,7878175,47671,139873,352196,896852,2542966,7525979,1123822,5892497,25664492,148531,1118556,4710781,975291,4773941,20953711,126,1430,98,752,943947,2676896,7833408,47095,133930,307429,896852,2542966,7525979,1120847,5870611,25493111,145556,1096670,4539400,975291,4773941,20953711,7796,42777,125219,9559,61500,210043,12,71,356,13,81,402,0,0,0,0,0,0,0,0,0,0,0,0,1221938,160,914,1134206,160,914,44453,0,0,1089753,76,450,1124836,84,464,9370,33,297,207630,127,617,926576,81,476,158558,81,476,8085,0,0,150473,16,129,153366,65,347,5192,20,160,3169,61,316,155389,2228,12093,35316,0,0,0,0,0,0,0,0,1,8,1,8,11,75,11,69,5,2016
