"Date","Lifetime.Total.Likes","Daily.New.Likes","Daily.Unlikes","Daily.Page.Engaged.Users","Weekly.Page.Engaged.Users","X28.Days.Page.Engaged.Users","Daily.Total.Reach","Weekly.Total.Reach","X28.Days.Total.Reach","Daily.Organic.Reach","Weekly.Organic.Reach","X28.Days.Organic.Reach","Daily.Paid.Reach","Weekly.Paid.Reach","X28.Days.Paid.Reach","Daily.Total.Impressions","Weekly.Total.Impressions","X28.Days.Total.Impressions","Daily.Organic.impressions","Weekly.Organic.impressions","X28.Days.Organic.impressions","Daily.Paid.Impressions","Weekly.Paid.Impressions","X28.Days.Paid.Impressions","Daily.Logged.in.Page.Views","Weekly.Logged.in.Page.Views","Daily.Logged.in.Page.Views.1","Weekly.Logged.in.Page.Views.1","Daily.Reach.of.page.posts","Weekly.Reach.of.page.posts","X28.Days.Reach.of.page.posts","Daily.Organic.Reach.of.Page.posts","Weekly.Organic.Reach.of.Page.posts","X28.Days.Organic.Reach.of.Page.posts","Daily.Paid.Reach.of.Page.posts","Weekly.Paid.Reach.of.Page.posts","X28.Days.Paid.Reach.of.Page.posts","Daily.Total.Impressions.of.your.posts","Weekly.Total.Impressions.of.your.posts","X28.Days.Total.Impressions.of.your.posts","Daily.Organic.impressions.of.your.posts","Weekly.Organic.impressions.of.your.posts","X28.Days.Organic.impressions.of.your.posts","Daily.Paid.impressions.of.your.posts","Weekly.Paid.impressions.of.your.posts","X28.Days.Paid.impressions.of.your.posts","Daily.Total.Consumers","Weekly.Total.Consumers","X28.Days.Total.Consumers","Daily.Page.consumptions","Weekly.Page.consumptions","X28.Days.Page.consumptions","Daily.Negative.feedback","Weekly.Negative.feedback","X28.Days.Negative.feedback","Daily.Negative.Feedback.from.Users","Weekly.Negative.Feedback.from.Users","X28.Days.Negative.Feedback.from.Users","Daily.Total.check.ins","Weekly.Total.check.ins","X28.Days.Total.check.ins","Daily.Total.check.ins.1","Weekly.Total.check.ins.1","X28.Days.Total.check.ins.1","Daily.Total.check.ins.using.mobile.devices","Weekly.Total.check.ins.using.mobile.devices","X28.Days.Total.check.ins.using.mobile.devices","Daily.Total.check.ins.using.mobile.devices.1","Weekly.Total.check.ins.using.mobile.devices.1","X28.Days.Total.check.ins.using.mobile.devices.1","Daily.Daily.count.of.fans.online","Daily.Total.Video.Views","Weekly.Total.Video.Views","X28.Days.Total.Video.Views","Daily.Total.organic.video.views","Weekly.Total.organic.video.views","X28.Days.Total.organic.video.views","Daily.Total.promoted.video.views","Weekly.Total.promoted.video.views","X28.Days.Total.promoted.video.views","Daily.Total.autoplayed.video.views","Weekly.Total.autoplayed.video.views","X28.Days.Total.autoplayed.video.views","Daily.Total.video.views.after.clicking","Weekly.Total.video.views.after.clicking","X28.Days.Total.video.views.after.clicking","Daily.Total.number.of.time.a.video.has.seen.again","Weekly.Total.number.of.time.a.video.has.seen.again","X28.Days.Total.number.of.time.a.video.has.seen.again","Daily.Total.Unique.Video.Views","Weekly.Total.Unique.Video.Views","X28.Days.Total.Unique.Video.Views","Daily.Total.30.Second.Views","Weekly.Total.30.Second.Views","X28.Days.Total.30.Second.Views","Daily.Total.organic.video.views.for.30s.or.to.the.end","Weekly.Total.organic.video.views.for.30s.or.to.the.end","X28.Days.Total.organic.video.views.for.30s.or.to.the.end","Daily.Paid.30.Second.Views","Weekly.Paid.30.Second.Views","X28.Days.Paid.30.Second.Views","Daily.Auto.Played.30.Second.Views","Weekly.Auto.Played.30.Second.Views","X28.Days.Auto.Played.30.Second.Views","Daily.Video.views.for.30s.or.to.the.end.after.clicking","Weekly.Video.views.for.30s.or.to.the.end.after.clicking","X28.Days.Video.views.for.30s.or.to.the.end.after.clicking","Daily.Number.of.time.a.video.has.seen.again.for.30s.or.to.the.end","Weekly.Number.of.time.a.video.has.seen.again.for.30s.or.to.the.end","X28.Days.Number.of.time.a.video.has.seen.again.for.30s.or.to.the.end","Daily.Total.Unique.30.Second.Views","Weekly.Total.Unique.30.Second.Views","X28.Days.Total.Unique.30.Second.Views","Daily.People.Talking.About.This","Weekly.People.Talking.About.This","X28.Days.People.Talking.About.This","page_get_directions_clicks_logged_in_count.day","page_get_directions_clicks_logged_in_count.week","page_get_directions_clicks_logged_in_unique.day","page_get_directions_clicks_logged_in_unique.week","page_call_phone_clicks_logged_in_count.day","page_call_phone_clicks_logged_in_count.week","page_call_phone_clicks_logged_in_unique.day","page_call_phone_clicks_logged_in_unique.week","page_website_clicks_logged_in_count.day","page_website_clicks_logged_in_count.week","page_website_clicks_logged_in_unique.day","page_website_clicks_logged_in_unique.week","page_cta_clicks_logged_in_total.day","page_cta_clicks_logged_in_total.week","page_cta_clicks_logged_in_unique.day","page_cta_clicks_logged_in_unique.week","mes","anio"
2016-08-18,1596437,393,217,9942,82078,349290,962870,5223536,11395264,36164,211436,1696265,926706,5012100,9698999,1153802,12242291,47556462,143613,1346087,8444307,1010189,10896204,39112155,264,1589,153,870,961693,5200506,10111561,34987,188406,412562,926706,5012100,9698999,1149981,12213077,44526117,139792,1316873,5413962,1010189,10896204,39112155,8533,70793,321609,10914,104578,487990,6,49,234,7,88,350,0,0,0,0,0,0,0,0,0,0,0,0,1259904,32671,498118,2300464,2512,35189,120381,30159,462929,2180083,32024,488507,2252358,647,9611,48106,1192,23553,635749,31479,474565,1664715,3545,56605,284369,320,7778,22257,3225,48827,262112,3292,52343,265094,253,4262,19275,7,1553,25095,3538,55052,259274,1784,14953,47590,0,0,0,0,0,0,0,0,2,10,2,9,5,85,5,75,8,2016
2016-08-19,1596600,403,237,10892,82444,326615,927958,5176461,11145392,53200,197294,1538493,874758,4979167,9606899,1119986,12303448,45925015,187373,1353581,7830328,932613,10949867,38094687,214,1564,144,866,927958,5168360,10013775,53200,189193,406876,874758,4979167,9606899,1116243,12277344,43525238,183630,1327477,5430551,932613,10949867,38094687,8628,70948,297595,12012,103961,460846,9,48,226,25,97,360,0,0,0,0,0,0,0,0,0,0,0,0,1257290,24946,497465,2208917,1981,35427,114752,22965,462038,2094165,24461,488028,2163278,485,9437,45639,165,31306,584826,24781,466159,1624091,2599,56185,272028,273,7777,21516,2326,48408,250512,2377,52009,253655,222,4176,18373,50,707,22541,2549,55478,249487,2741,14954,46878,0,0,0,0,0,0,0,0,1,9,1,8,11,78,11,69,8,2016
2016-08-20,1596760,413,234,14380,84792,320798,1866778,5496290,11021685,59123,191262,1341489,1807655,5305028,9680196,2144309,12737674,45832503,214537,1330054,7602727,1929772,11407620,38229776,184,1606,135,896,1866778,5487158,10038727,59123,182130,358531,1807655,5305028,9680196,2141140,12711985,43700548,211368,1304365,5470772,1929772,11407620,38229776,11976,73044,291447,14969,105569,450943,17,51,232,17,99,365,0,0,0,0,0,0,0,0,0,0,0,0,1248783,87173,503045,2172808,10194,41486,119636,76979,461559,2053172,85122,493018,2128074,2051,10027,44734,0,31360,558981,87519,471685,1613827,9545,56706,266099,2311,9579,23072,7234,47127,243027,8641,52245,247951,904,4461,18148,142,0,22295,9403,57650,243804,3168,15611,47091,0,0,0,0,0,0,0,0,0,6,0,5,13,82,11,72,8,2016
2016-08-21,1596968,460,252,14377,86422,313885,2067813,5600661,10924167,57861,170078,1308907,2009952,5430583,9615260,2395143,12999564,46123742,185821,1289471,7594536,2209322,11710093,38529206,161,1584,94,863,2065743,5591179,9992158,55791,160596,376898,2009952,5430583,9615260,2391473,12974159,44019115,182151,1264066,5489909,2209322,11710093,38529206,12459,74839,285138,14456,101710,445607,11,52,234,16,104,374,0,0,0,0,0,0,0,0,0,0,0,0,1244971,141155,526345,2176853,7447,38925,121490,133708,487420,2055363,139103,516607,2132987,2052,9738,43866,5694,35352,549675,135461,490993,1627178,13412,55021,262699,1228,7067,23495,12184,47954,239204,12548,50864,244760,864,4157,17939,0,0,15196,13600,55314,247503,2726,15498,47744,0,0,0,0,0,0,0,0,0,6,0,5,16,87,16,80,8,2016
2016-08-22,1597184,424,197,12148,82425,308563,1928481,5703355,10965821,69959,178431,1287324,1858522,5524924,9678497,2210949,13111513,46246495,177357,1250913,7553248,2033592,11860600,38693247,317,1634,185,871,1924884,5693523,10053321,66362,168599,374824,1858522,5524924,9678497,2207467,13086566,44170339,173875,1225966,5477092,2033592,11860600,38693247,10486,72031,281422,13475,97448,438489,13,56,235,18,109,384,0,0,0,0,0,0,0,0,0,0,0,0,1260859,121355,543244,2166156,6025,37019,121192,115330,506225,2044964,119753,533772,2123682,1602,9472,42474,0,28426,552500,122970,514818,1613656,11422,54323,258086,673,5995,23312,10749,48328,234774,10805,50374,240608,617,3949,17478,66,888,15529,11356,53435,242557,2645,14962,47910,0,0,0,0,0,0,0,0,3,6,3,6,12,86,12,77,8,2016
2016-08-23,1597437,454,206,19210,87209,306440,2086489,5857612,10762547,42262,151506,1187084,2044227,5706106,9575463,2436952,13086647,45801046,188865,1247363,7439377,2248087,11839284,38361669,268,1653,185,900,2086489,5856919,9936715,42262,150813,361252,2044227,5706106,9575463,2432892,13061469,43792504,184805,1222185,5430835,2248087,11839284,38361669,16688,75898,280746,20475,100333,433115,13,58,234,19,110,393,0,0,0,0,0,0,0,0,0,0,0,0,1260341,97035,553467,2147241,8222,39527,124054,88813,513940,2023187,92509,541296,2102696,4526,12171,44545,2563,30026,510602,94472,523441,1636639,9395,54851,252909,897,6107,23437,8498,48744,229472,7885,50161,234821,1510,4690,18088,469,1489,16533,8926,53362,236376,3386,14730,47628,0,0,0,0,0,0,0,0,6,12,6,12,14,81,13,75,8,2016
2016-08-24,1597579,372,217,18046,91848,294995,1638220,5868910,10417558,54087,134382,1030782,1584133,5734528,9386776,1848906,13310047,44631358,178884,1276450,7048948,1670022,12033597,37582410,226,1634,149,886,1637353,5868215,9697471,53220,133687,310695,1584133,5734528,9386776,1845692,13284888,42954031,175670,1251291,5371621,1670022,12033597,37582410,15756,81069,269528,18441,104742,417700,17,65,230,19,121,393,0,0,0,0,0,0,0,0,0,0,0,0,1261171,125121,629456,2158547,5405,41786,124807,119716,587670,2033740,119654,612626,2110916,5467,16830,47631,1999,39306,536243,123122,590150,1622304,11646,61564,249856,629,6331,23389,11017,55233,226467,10072,55620,231070,1574,5944,18786,141,2225,20437,11505,59339,229419,3182,15049,46976,0,0,0,0,0,0,0,0,3,15,3,15,16,87,15,81,8,2016
2016-08-25,1597675,327,229,16988,97550,289193,1310386,5965957,9955245,63031,140995,780815,1247355,5824962,9174430,1501766,13658011,43499415,177298,1310135,6325878,1324468,12347876,37173537,292,1662,167,906,1310386,5965957,9499039,63031,140995,324609,1247355,5824962,9174430,1499028,13633935,42504058,174560,1286059,5330521,1324468,12347876,37173537,15015,86144,261569,18227,112055,404744,12,70,229,14,128,397,0,0,0,0,0,0,0,0,0,0,0,0,1259486,86542,683327,2136953,4798,44072,125429,81744,639255,2011524,81143,661745,2085986,5399,21582,50967,0,50961,540793,90658,632366,1596160,9106,67125,245657,540,6551,23366,8566,60574,222291,7545,59873,226029,1561,7252,19628,173,3420,21893,8933,63705,223764,2827,15575,46540,0,0,0,0,0,0,0,0,1,14,1,14,14,96,11,87,8,2016
2016-08-26,1597768,349,245,17280,102920,285549,1373129,6190680,9569235,78354,207465,492495,1294775,5983215,9076740,1582441,14120466,42698319,215773,1338535,5762038,1366668,12781931,36936281,301,1749,160,928,1373129,6190680,9428324,78354,207465,351584,1294775,5983215,9076740,1578019,14095711,42257379,211351,1313780,5321098,1366668,12781931,36936281,14916,92080,255712,18090,118133,397521,9,72,225,11,114,392,0,0,0,0,0,0,0,0,0,0,0,0,1259233,74144,732525,2102722,4610,46701,125977,69534,685824,1976745,69182,706466,2048852,4962,26059,53870,0,67595,531108,75093,664930,1571614,8045,72571,240510,588,6866,23395,7457,65705,217115,6454,63950,220060,1591,8621,20450,0,2498,18866,8172,70073,221644,3103,15594,46138,0,0,0,0,0,0,0,0,5,18,5,18,14,99,14,89,8,2016
2016-08-27,1597912,372,219,24843,112415,290056,2142878,6420985,9388513,50226,162819,391667,2092652,6258166,8996846,2432660,14408817,43248431,225451,1349449,5622620,2207209,13059368,37625811,225,1790,137,937,2141766,6420985,9326322,49114,162819,329476,2092652,6258166,8996846,2428980,14383551,42992710,221771,1324183,5366899,2207209,13059368,37625811,22462,101511,261046,25819,128983,405372,14,72,228,15,112,398,0,0,0,0,0,0,0,0,0,0,0,0,1251911,184582,829934,2182531,8433,44940,130361,176149,784994,2052170,175284,796628,2121656,9298,33306,60875,5835,84856,564634,178747,745078,1617897,18998,82024,246227,966,5521,23793,18032,76503,222434,16006,71315,223593,2992,10709,22634,813,3239,20686,18185,78785,225541,3334,15611,46592,0,0,0,0,0,0,0,0,1,19,1,19,6,92,6,83,8,2016
2016-08-28,1598070,417,242,25180,121248,292308,2424016,6410897,9220332,56684,175732,352620,2367332,6235165,8867712,2807155,14820829,44131233,221689,1385317,5502762,2585466,13435512,38628471,199,1828,148,980,2424016,6410897,9178905,56684,175732,311193,2367332,6235165,8867712,2803519,14795597,43949504,218053,1360085,5321033,2585466,13435512,38628471,22984,111743,263524,26554,141081,413125,16,76,229,24,120,411,0,0,0,0,0,0,0,0,0,0,0,0,1249532,245828,934607,2308951,9679,47172,136331,236149,887435,2172620,236537,894062,2241028,9291,40545,67923,9309,75409,598112,236519,859198,1710839,23569,92181,256190,1061,5354,24356,22508,86827,231834,20410,79177,231194,3159,13004,24996,406,3095,22952,23163,89086,233238,3334,16074,46538,0,0,0,0,0,0,0,0,1,20,1,20,13,89,12,81,8,2016
2016-08-29,1598213,341,201,20797,128538,311021,2196865,6475287,9516616,32134,157766,340049,2164731,6317521,9176567,2517518,15127398,46392605,204667,1412627,5464029,2312851,13714771,40928576,299,1810,182,974,2196475,6475287,9483824,31744,157766,307257,2164731,6317521,9176567,2511595,15099725,46264705,198744,1384954,5336129,2312851,13714771,40928576,18906,118730,279720,22198,149804,429310,3,69,222,3,105,399,0,0,0,0,0,0,0,0,0,0,0,0,1263354,183156,996408,2486930,8134,49281,140101,175022,947127,2346829,176363,950672,2412554,6793,45736,74376,10123,92655,659326,173033,903753,1827604,16457,97216,270396,885,5566,23099,15572,91650,247297,14194,82566,243406,2263,14650,26990,0,2909,23242,17201,94307,247154,2851,16029,47302,0,0,0,0,0,0,0,0,1,18,1,18,18,95,17,87,8,2016
2016-08-30,1598368,372,214,17018,126847,320173,1823657,6343774,9614852,59297,151788,327867,1764360,6191986,9286985,2041721,14732167,48270796,228563,1452325,5529078,1813158,13279842,42741718,316,1858,186,968,1823187,6338093,9583234,58827,146107,296249,1764360,6191986,9286985,2037704,14704537,48160628,224546,1424695,5418910,1813158,13279842,42741718,14736,116340,289279,18748,148077,444332,5,63,218,7,93,397,0,0,0,0,0,0,0,0,0,0,0,0,1261883,89952,989325,2575034,4584,45643,142844,85368,943682,2432190,87231,945394,2498107,2721,43931,76927,0,108023,697562,93384,881302,1877472,7727,95548,277138,441,5110,22558,7286,90438,254580,6867,81548,249410,860,14000,27728,0,2174,22519,7792,93374,254619,2855,16363,48428,0,0,0,0,0,0,0,0,1,13,1,13,17,98,16,90,8,2016
2016-08-31,1598526,493,212,24397,135632,341387,2570334,6796212,9992535,54448,149481,307254,2515886,6646731,9685281,2857145,15740406,50942681,184385,1457826,5529862,2672760,14282580,45412819,366,1998,184,992,2570334,6785972,9966402,54448,139241,281121,2515886,6646731,9685281,2853038,15711883,50832492,180278,1429303,5419673,2672760,14282580,45412819,21842,124679,308810,27350,156986,468265,13,59,220,14,88,400,0,0,0,0,0,0,0,0,0,0,0,0,1262156,110906,975110,2685493,5856,46094,148259,105050,929016,2537234,106206,931946,2603938,4700,43164,81555,0,76822,743329,111216,898288,1942164,9524,93426,286461,589,5070,22947,8935,88356,263514,7975,79451,257233,1549,13975,29228,112,2465,22652,9412,90961,263809,3821,17382,50004,0,0,0,0,0,0,0,0,2,12,2,12,22,104,22,97,8,2016
2016-09-01,1598631,188,222,3751,124813,342108,79636,6570424,10002623,59796,130255,296469,19840,6440169,9706154,175659,14414299,50939932,155547,1436075,5509020,20112,12978224,45430912,153,1859,93,914,78830,6560853,9976437,58990,120684,270283,19840,6440169,9706154,173709,14386564,50830563,153597,1408340,5399651,20112,12978224,45430912,2637,114078,309547,4551,143310,469868,8,55,216,14,88,402,0,0,0,0,0,0,0,0,0,0,0,0,1262422,2953,891539,2688062,2240,43554,150115,713,847985,2537947,2707,853527,2606322,246,38012,81740,106,64087,745898,2847,827452,1942164,901,85222,287187,835,5366,23607,66,79856,263580,731,72638,257831,170,12584,29356,40,1824,23094,861,83398,264093,1621,16162,50205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2016
2016-09-02,1598601,175,198,1799,109675,338342,44324,6322862,10001613,44259,109825,296410,65,6213037,9705203,129657,12961515,50592627,129592,1349894,5469150,65,11611621,45123477,187,1745,99,864,43836,6313998,9975432,43771,100961,270229,65,6213037,9705203,128170,12936715,50485356,128105,1325094,5361879,65,11611621,45123477,1029,100624,306346,2495,127715,464224,13,61,219,18,95,404,0,0,0,0,0,0,0,0,0,0,0,0,1260180,1521,818914,2681479,1514,40456,150589,7,778458,2530890,1372,785716,2599843,149,33198,81636,75,63906,741749,1446,755008,1939730,590,77767,286779,586,5364,23982,4,72403,262797,472,66656,257406,118,11111,29373,23,1547,23068,567,76220,263711,972,14751,50045,0,0,0,0,0,0,0,0,1,8,1,7,3,83,3,80,9,2016
2016-09-03,1598580,194,214,2249,88556,334165,56408,5717579,9929572,56400,119208,271669,8,5598371,9657903,155806,10684661,49317742,155798,1280241,5397720,8,9404420,43920022,136,1656,74,792,55741,5712963,9903767,55733,114592,245864,8,5598371,9657903,154267,10662002,49213090,154259,1257582,5293068,8,9404420,43920022,1345,79495,301572,2417,104313,453948,10,59,219,10,90,401,0,0,0,0,0,0,0,0,0,0,0,0,1252842,280,634610,2547994,280,32301,145289,0,602309,2402705,201,610631,2469154,79,23979,78840,42,34555,664719,238,600055,1883275,143,58912,268510,143,4541,23336,0,54371,245174,79,50729,240309,64,8183,28201,30,575,15988,113,58337,252522,1185,12830,48972,0,0,0,0,0,0,0,0,0,7,0,6,5,82,4,77,9,2016
2016-09-04,1598516,188,250,2193,65381,321452,58189,4744720,9855255,58189,131041,269411,0,4613679,9585844,155586,8033092,47566789,155586,1214138,5288101,0,6818954,42278688,119,1576,55,706,57729,4734292,9829834,57729,120613,243990,0,4613679,9585844,154039,8012522,47464566,154039,1193568,5185878,0,6818954,42278688,1400,57906,290400,2476,80235,442539,9,53,219,11,77,399,0,0,0,0,0,0,0,0,0,0,0,0,1249678,3643,392423,2376966,3632,26252,142214,11,366171,2234752,3343,377435,2300953,300,14988,76013,100,25627,585192,3543,366796,1791774,3346,38688,250112,3336,6815,25697,10,31873,224415,3066,33384,222905,280,5304,27207,12,0,19795,3334,38852,230317,996,11109,47691,0,0,0,0,0,0,0,0,1,7,1,6,11,80,10,75,9,2016
2016-09-05,1598545,263,245,2414,47943,309221,55007,3722313,9744759,55006,156611,269831,1,3565702,9474928,151548,5667122,45486478,151547,1161018,5221239,1,4506104,40265239,180,1457,114,638,54715,3713663,9719904,54714,147961,244976,1,3565702,9474928,149934,5650861,45386755,149933,1144757,5121516,1,4506104,40265239,1376,41306,277965,2633,60670,429124,8,57,215,10,84,392,0,0,0,0,0,0,0,0,0,0,0,0,1263648,929,210192,2199420,925,19039,136000,4,191153,2063420,804,201872,2126747,125,8320,72673,72,4106,510841,857,206086,1688579,791,23022,229022,789,6719,25566,2,16303,203456,686,19876,203146,105,3146,25876,44,642,18199,747,22380,210823,1292,9741,46712,0,0,0,0,0,0,0,0,1,7,1,6,5,67,5,63,9,2016
2016-09-06,1598557,213,205,2424,34308,297304,55186,2680323,9612202,55186,150175,273214,0,2530148,9338988,147742,3773143,43842139,147742,1080197,5156747,0,2692946,38685392,192,1333,107,559,54531,2676848,9588018,54531,146700,249030,0,2530148,9338988,146085,3759242,43745336,146085,1066296,5059944,0,2692946,38685392,1400,28481,266301,2285,44207,406108,8,60,213,9,86,387,0,0,0,0,0,0,0,0,0,0,0,0,1262393,1819,122055,2150393,1808,16259,135137,11,105796,2015256,1579,116216,2078486,240,5839,71907,117,2398,487322,1702,119657,1663071,1135,16430,223748,1125,7403,26320,10,9027,197428,940,13949,198073,195,2481,25675,99,905,17105,1036,15525,206643,1320,8268,45269,0,0,0,0,0,0,0,0,0,6,0,5,4,54,4,52,9,2016
2016-09-07,1598606,277,212,5607,14633,288388,188656,314153,9543229,54153,160294,311700,134503,153859,9231529,322477,1238475,42522940,178776,1074588,5168084,143701,163887,37354856,189,1156,110,491,187821,310799,9519391,53318,156940,287862,134503,153859,9231529,320511,1226715,42428072,176810,1062828,5073216,143701,163887,37354856,3954,10720,259098,6194,23051,392551,9,55,209,9,81,383,0,0,0,0,0,0,0,0,0,0,0,0,1261854,2056,13201,2108850,2049,12448,134748,7,753,1974102,1797,11803,2037795,259,1398,71055,58,2621,475443,1998,10580,1633407,1816,8722,219983,1809,8623,27732,7,99,192251,1583,7557,194568,233,1165,25415,29,1530,17864,1787,7192,202119,2071,6273,44196,0,0,0,0,0,0,0,0,0,4,0,4,9,41,8,36,9,2016
2016-09-08,1598615,279,235,10654,21812,289616,671554,810165,9550818,46602,131886,307016,624952,678279,9243802,864109,1926925,42241526,174398,1093439,5185736,689711,833486,37055790,242,1245,155,538,670282,806538,9526942,45330,128259,283140,624952,678279,9243802,861556,1914562,42148138,171845,1081076,5092348,689711,833486,37055790,9086,17190,257574,13154,31654,391597,9,58,210,11,78,382,0,0,0,0,0,0,0,0,0,0,0,0,1261548,1845,12093,2085093,1835,12043,134874,10,50,1950219,1551,10647,2014441,294,1446,70652,175,2407,460098,1670,9686,1624995,1740,9561,218514,1730,9518,29214,10,43,189300,1467,8293,193148,273,1268,25366,128,1662,17469,1612,7899,201045,2273,6797,43881,0,0,0,0,0,0,0,0,6,9,6,9,15,52,12,44,9,2016
2016-09-09,1598668,293,207,10659,29038,291849,600861,1028342,9480452,31699,136141,295775,569162,892201,9184677,736628,2533896,41919325,135042,1098889,5140899,601586,1435007,36778426,202,1260,116,563,600745,1025384,9465961,31583,133183,281284,569162,892201,9184677,733988,2520380,41830150,132402,1085373,5051724,601586,1435007,36778426,9202,24013,260731,13091,42250,392059,12,56,214,12,72,378,0,0,0,0,0,0,0,0,0,0,0,0,1259327,3005,13577,2062496,2999,13528,136127,6,49,1926369,2697,11972,1992195,308,1605,70301,327,3059,452995,2678,10518,1609501,2909,11880,218404,2903,11835,31843,6,45,186561,2624,10445,193061,285,1435,25343,297,2476,18491,2612,9404,199913,2001,7501,43596,0,0,0,0,0,0,0,0,0,8,0,8,7,56,7,49,9,2016
2016-09-10,1598685,295,216,7920,33233,289169,404117,1187108,9389822,43636,138089,265087,360481,1049019,9124735,532396,2910486,40741638,165274,1108365,5068109,367122,1802121,35673529,148,1272,96,594,402921,1181362,9375606,42440,132343,250871,360481,1049019,9124735,529797,2895910,40653448,162675,1093789,4979919,367122,1802121,35673529,6472,28251,259234,9335,49168,388033,9,53,209,9,71,372,0,0,0,0,0,0,0,0,0,0,0,0,1253383,3981,17278,1984883,3975,17223,135966,6,55,1848917,3695,15466,1915757,286,1812,69126,398,4567,417694,3583,12711,1567189,2384,14121,211764,2379,14071,33713,5,50,178051,2155,12521,186811,229,1600,24953,153,3356,19509,2231,10765,192255,2085,8136,43060,0,0,0,0,0,0,0,0,1,9,1,9,11,62,9,54,9,2016
2016-09-11,1598781,362,215,9014,38106,282793,462509,1347938,9365532,67853,138559,267504,394656,1209379,9098028,627844,3382744,39236229,211460,1164239,5053165,416384,2218505,34183064,112,1265,77,613,461820,1339955,9351390,67164,130576,253362,394656,1209379,9098028,624907,3366778,39149056,208523,1148273,4965992,416384,2218505,34183064,7120,32939,255103,10426,57118,380144,10,55,212,10,70,371,0,0,0,0,0,0,0,0,0,0,0,0,1249639,3835,17470,1870862,3821,17412,129778,14,58,1741084,3491,15614,1803733,344,1856,67129,459,5013,346025,3376,12457,1524837,1710,12485,198376,1705,12440,31677,5,45,166699,1464,10919,174345,246,1566,24031,182,3157,17078,1528,9328,181298,2316,9100,42555,0,0,0,0,0,0,0,0,4,12,4,12,15,66,14,58,9,2016
2016-09-12,1598835,280,190,6968,41570,277526,389859,1437411,9190115,59163,149436,258520,330696,1287975,8931595,532182,3763378,37669411,185975,1198667,5023225,346207,2564711,32646186,227,1312,144,642,389099,1428996,9176496,58403,141021,244901,330696,1287975,8931595,529757,3746601,37583753,183550,1181890,4937567,346207,2564711,32646186,5477,35641,250722,8287,62772,370694,9,56,214,12,72,370,0,0,0,0,0,0,0,0,0,0,0,0,1264256,833,17374,1767238,830,17317,122676,3,57,1644562,705,15515,1701849,128,1859,65389,147,4938,298840,686,12436,1468398,372,12066,186628,371,12022,30303,1,44,156325,276,10509,163326,96,1557,23302,82,3137,14286,290,8929,172342,1872,9450,41168,0,0,0,0,0,0,0,0,0,11,0,11,11,72,11,64,9,2016
2016-09-13,1598892,259,179,5669,45021,270857,348808,1516124,9046475,40336,142881,236584,308472,1373243,8809891,428845,4044481,35636438,108835,1159760,4939645,320010,2884721,30696793,216,1336,124,664,348259,1508554,9033279,39787,135311,223388,308472,1373243,8809891,426880,4027396,35552644,106870,1142675,4855851,320010,2884721,30696793,4523,38964,245179,6827,67314,359931,7,56,213,10,73,362,0,0,0,0,0,0,0,0,0,0,0,0,1261810,1154,16709,1681579,1144,16653,118105,10,56,1563474,1016,14952,1617879,138,1757,63700,161,4353,293598,993,12356,1387981,602,11533,178363,594,11491,30112,8,42,148251,492,10061,155720,110,1472,22643,89,2816,12884,513,8717,165479,1231,9735,39775,0,0,0,0,0,0,0,0,2,13,2,13,8,76,8,66,9,2016
2016-09-14,1598913,244,198,5502,45576,266163,331980,1568944,8954498,46615,149673,265325,285365,1419271,8689173,434036,4156040,34444968,136029,1117013,4925877,298007,3039027,29519091,200,1347,119,670,315802,1546134,8920839,30437,126863,231666,285365,1419271,8689173,418765,4125650,34349136,120758,1086623,4830045,298007,3039027,29519091,4365,40004,242594,6661,67781,352560,8,55,213,11,75,365,0,0,0,0,0,0,0,0,0,0,0,0,1260469,4976,19629,1637422,4964,19568,119922,12,61,1517500,4439,17594,1573993,537,2035,63429,341,5342,287250,4635,14287,1350172,3180,12897,176610,3173,12855,32880,7,42,143730,2730,11208,153837,450,1689,22773,209,3131,13851,2971,9766,162759,1474,9426,38741,0,0,0,0,0,0,0,0,0,13,0,13,10,77,8,65,9,2016
2016-09-15,1598930,230,196,8092,42668,263076,501647,1513971,8957534,58302,165293,286800,443345,1348678,8670734,642111,3934042,33933277,181301,1123916,4963565,460810,2810126,28969712,170,1275,101,626,494845,1486026,8925460,51500,137348,254726,443345,1348678,8670734,636531,3900625,33835686,175721,1090499,4865974,460810,2810126,28969712,6266,37237,238099,9580,64207,351226,3,50,213,3,67,361,0,0,0,0,0,0,0,0,0,0,0,0,1256590,7655,25439,1612405,7642,25375,125051,13,64,1487354,7032,23075,1549000,623,2364,63405,786,7140,273463,6869,18299,1338942,3600,14757,176665,3593,14718,36153,7,39,140512,3134,12875,153679,466,1882,22986,219,3439,14377,3381,11318,162288,2316,9518,38412,0,0,0,0,0,0,0,0,1,8,1,8,6,68,4,58,9,2016
